text_index,medication,rate,comment,cleaned_comment,Treatment name,Treatment code,Disease,sentiment,sentiment_score
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.","disease onset literally overnight wrist, within short period, fingers, elbow shoulders.",humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9753004312515259
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.","negative rf, elevated sed rate.",humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9982444047927856
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.",pushed rheumatologist hard get front disease progression.,humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.995360791683197
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.","methotrexate alone 10 wks, increasing dosage 12.5mg - 17.5mg marginal impact.",humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9965819716453552
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.","pushed treatment_name within 48 hr first injection, noticed improvement.",humira,adalimumab,rheumatoid arthritis,POSITIVE,0.865624189376831
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.",i'm six week combination therapy i'd say i'm 60-70% improved.,humira,adalimumab,rheumatoid arthritis,POSITIVE,0.968447744846344
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.",large joint 90% better finger remain stubborn.,humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9897902607917786
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.","yes, shot hurt 10 flipping seconds.",humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.996728777885437
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.",let get room temp 30-40 minutes..speciality pharmacist said fine.,humira,adalimumab,rheumatoid arthritis,POSITIVE,0.9578009247779846
136,humira adalimumab for rheumatoid arthritis,9.0,"I had rheumatoid arthritis onset literally overnight in wrist, and within short period, all fingers, elbows and shoulders.  I have negative RF, but elevated Sed Rate.  I pushed my Rheumatologist hard to get in front of the disease progression. I was on Methotrexate alone for about 10 wks, increasing dosage from 12.5mg - 17.5mg but it had marginal impact. I pushed for Humira and within 48 hrs after first injection, I noticed improvement.  I'm six weeks into combination therapy and I'd say I'm 60-70% improved.   Large joints are 90% better but fingers remain stubborn.  Yes, the shot hurts for 10 flipping seconds.  I let it get to room temp for about 30-40 minutes..speciality pharmacist said that was fine.  This medicine is awesome.",medicine awesome.,humira,adalimumab,rheumatoid arthritis,POSITIVE,0.999799907207489
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.",23 ra got bad walking & lifting hand head enough make wince pain.,humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9910880327224731
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.","doc prescribed treatment_name, pain went away overnight (literally).",humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9955694079399109
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.","continued taking year, single notable flare-up since first injection.",humira,adalimumab,rheumatoid arthritis,POSITIVE,0.9719870686531067
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.",still get random small ache they're completely forgetabble.,humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9975481629371643
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.",can't say list long-term side effect scare me.,humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.996196985244751
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.","since feel 100%, i've decided longer want it.",humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9993607401847839
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.",actually med 6 month single flare-up.,humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9477521181106567
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.","doc pressured mix methotrexate, i'm human test subject ain't happening.",humira,adalimumab,rheumatoid arthritis,NEGATIVE,0.9987572431564331
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.","doctors, please listen patients.",humira,adalimumab,rheumatoid arthritis,POSITIVE,0.9906847476959229
137,humira adalimumab for rheumatoid arthritis,7.0,"At 23 my RA got so bad that walking & lifting my hands over my head was enough to make me wince in pain.

Doc prescribed me Humira, and my pain went away overnight (literally).

I continued taking it for a year, and I haven't had a single notable flare-up since the first injection. I still get random SMALL aches but they're completely forgetabble.

Can't say the list of long-term side effects don't scare me. So since I feel 100%, I've decided I no longer want it. Have actually been off the med for about 6 months now and not a single flare-up.

Doc pressured me to mix it with Methotrexate, but I'm not a human test subject so that ain't happening. Doctors, please listen to your patients. If they feel great, don't force MORE meds on them.","feel great, force med them.",humira,adalimumab,rheumatoid arthritis,POSITIVE,0.9994745850563049
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful","32, child incredibly active.",humira,adalimumab,ankylosing spondylitis,POSITIVE,0.9664999842643738
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful","around age 20 started showing sign as, constantly drs, begging looked at- shrugged making up, fibromyalgia, endometriosis, diabetes- 25 completely incapable turning head & trouble walking someone took serious.",humira,adalimumab,ankylosing spondylitis,NEGATIVE,0.9895601272583008
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful",specialist discovered as.,humira,adalimumab,ankylosing spondylitis,POSITIVE,0.9737992882728577
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful","started treatment_name dec 2015, 40mg dose every 14 days.",humira,adalimumab,ankylosing spondylitis,NEGATIVE,0.9805508852005005
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful",morning woke lay shock- felt like since kid.,humira,adalimumab,ankylosing spondylitis,POSITIVE,0.9707298874855042
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful",sat bed sobbed.,humira,adalimumab,ankylosing spondylitis,NEGATIVE,0.9980869293212891
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful",thankful treatment_name every single day.,humira,adalimumab,ankylosing spondylitis,POSITIVE,0.9986477494239807
138,humira adalimumab for ankylosing spondylitis,9.0,"I am 32, and as a child I was incredibly active.  Around the age of 20 I started showing signs of AS, and was constantly in and out of the Drs, begging to be looked at- they shrugged me off as making it up, fibromyalgia, endometriosis, diabetes- it wasn't until at 25 I was completely incapable of turning my head & had trouble walking that someone took me serious.  A specialist discovered I had AS.  I only started Humira in Dec of 2015, a 40mg dose every 14 days.  The morning after I woke up and just lay there in shock- I hadn't felt like this since I was just a kid.  I sat up in bed and just sobbed.  I am so thankful for Humira every single day.  I walk everywhere, I can skip up the steps- my neck may be permanently frozen, but I am hopeful","walk everywhere, skip steps- neck may permanently frozen, hopeful",humira,adalimumab,ankylosing spondylitis,POSITIVE,0.9942598342895508
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,hard mom find dermatoligist area start treatment_name 14 year old.,humira,adalimumab,psoriasis,NEGATIVE,0.99207603931427
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,covered head toe fingernail toenail thick painful.,humira,adalimumab,psoriasis,NEGATIVE,0.9994708895683289
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,suffering since age 3 tried everything known physician man.,humira,adalimumab,psoriasis,NEGATIVE,0.9933770298957825
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,finally dermatologist started two 40 mg shot per month.,humira,adalimumab,psoriasis,NEGATIVE,0.9894424676895142
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,bam!,humira,adalimumab,psoriasis,POSITIVE,0.9856159687042236
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,completely clear 2 months.,humira,adalimumab,psoriasis,POSITIVE,0.9995494484901428
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,honestly whole-heartedly say treatment_name given life.,humira,adalimumab,psoriasis,POSITIVE,0.9993891716003418
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,thriving 16 year old 10th grader.,humira,adalimumab,psoriasis,POSITIVE,0.9994994401931763
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,grade dramatically improved.,humira,adalimumab,psoriasis,POSITIVE,0.9998205304145813
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,write without pain.,humira,adalimumab,psoriasis,POSITIVE,0.9993299245834351
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,walk wear shoe without pain.,humira,adalimumab,psoriasis,POSITIVE,0.9944851994514465
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,never worn pair short school wear short swim.,humira,adalimumab,psoriasis,POSITIVE,0.9770351648330688
139,humira adalimumab for psoriasis,,It was hard for my mom to find a Dermatoligist in my area to start me on Humira because I was 14 years old. I was covered from head to toe and my fingernails and toenails were so thick and painful. I had been suffering since the age of 3 and we had tried everything known to Physicians and man. Finally a Dermatologist started me on two 40 mg shots per month. BAM! I was completely clear in 2 months. And I can honestly and whole-heartedly say that Humira has given me my life. I am now a thriving 16 year old 10th grader. My grades have dramatically improved. I can write without pain. I can walk and wear shoes without pain. I had never worn a pair of shorts to school and now I wear shorts and swim. Humira was a miracle for me and my family.,treatment_name miracle family.,humira,adalimumab,psoriasis,POSITIVE,0.9993304014205933
